school_key,identity_quality,redizo,school_name_raw,address_raw,city,postcode,school_type,programme_taxonomy,programme_identity,classification_quality,programme_group_raw,programme_group_16_raw,kkov_raw,programme_name_raw,programme_focus_raw,component,mean_mz_score_pct,mean_mz_candidates,max_mz_candidates,mz_school_mean_percentile,mz_school_mean_percentile_method,mz_school_mean_percentile_reference,mean_mz_participation_rate_vs_cj,n_years,first_year,last_year,slope_per_year,slope_mz_mean_score_pct_per_year,slope_mz_school_mean_percentile_per_year
redizo:600006298,redizo,600006298,"Střední škola SČMSD Praha, s.r.o.","Slavětínská 82, Praha, 19014",Praha,190 14,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,CJ,59.41836213548779,24.272727272727273,45.0,32.85981772681062,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,0.7950922035480927,0.7950922035480927,0.3965892890012112
redizo:600006298,redizo,600006298,"Střední škola SČMSD Praha, s.r.o.","Slavětínská 82, Praha, 19014",Praha,190 14,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,11,2016,2026,,,
redizo:600006298,redizo,600006298,"Střední škola SČMSD Praha, s.r.o.","Slavětínská 82, Praha, 19014",Praha,190 14,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,AJ,69.87931923436042,7.7,17.0,25.966680743118587,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.9384920634920635,11,2016,2026,0.014224546629206927,0.014224546629206927,-2.3888753321797656
redizo:600006298,redizo,600006298,"Střední škola SČMSD Praha, s.r.o.","Slavětínská 82, Praha, 19014",Praha,190 14,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,CJ,54.96753968253969,8.2,18.0,18.339207017283314,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,0.3243553864766091,0.3243553864766091,-1.1119040193565586
redizo:600006298,redizo,600006298,"Střední škola SČMSD Praha, s.r.o.","Slavětínská 82, Praha, 19014",Praha,190 14,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,11,2016,2026,,,
redizo:600006301,redizo,600006301,Soukromá SOŠ  START s.r.o.,"Dygrýnova 1006, Praha, 19800",Praha,198 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,AJ,82.02164985403266,19.90909090909091,26.0,57.648613093398495,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.9417011019283748,11,2016,2026,0.4272036478409175,0.4272036478409175,-0.11507124069488738
redizo:600006301,redizo,600006301,Soukromá SOŠ  START s.r.o.,"Dygrýnova 1006, Praha, 19800",Praha,198 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,CJ,61.82454061748529,21.09090909090909,26.0,40.56714844534743,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,0.15315545390049323,0.15315545390049323,-1.5630266101543462
redizo:600006301,redizo,600006301,Soukromá SOŠ  START s.r.o.,"Dygrýnova 1006, Praha, 19800",Praha,198 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,M,13.5,12.0,12.0,0.4704875962360992,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,0.5454545454545454,11,2016,2026,,,
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,AJ,70.58599659863947,7.428571428571429,14.0,33.30068071627161,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.8058340727595387,10,2016,2025,-0.9587440476192611,-0.9587440476192611,-3.275036270926724
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,CJ,66.2708980331263,9.5,23.0,51.22907148157907,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,10,2016,2025,0.2692902989595789,0.2692902989595789,-1.9566251518136124
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,M,57.5,4.0,4.0,39.19270833333333,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,0.6666666666666666,10,2016,2025,,,
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_ARTS,SOS_ARTS,SOS_ARTS,authoritative_programme_group16,SUM,SUM,,,,AJ,84.11470052453932,19.444444444444443,29.0,62.73897587418742,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2018 component=AJ,0.9161703522814633,9,2018,2026,0.9985124397920556,0.9985124397920556,1.8174278166752498
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_ARTS,SOS_ARTS,SOS_ARTS,authoritative_programme_group16,SUM,SUM,,,,CJ,72.60636955636956,21.333333333333332,35.0,69.05355521316984,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2018 component=CJ,1.0,9,2018,2026,-1.1928205128206435,-1.1928205128206435,-3.5955421047639953
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_ARTS,SOS_ARTS,SOS_ARTS,authoritative_programme_group16,SUM,SUM,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2018 component=M,,9,2018,2026,,,
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,AJ,79.88255447637074,51.18181818181818,82.0,50.06605844669125,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.829380666613385,11,2016,2026,0.5642003045948821,0.5642003045948821,-0.46513187901276204
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,CJ,68.87865343993374,61.72727272727273,96.0,62.89800402224329,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,-0.00037383016424877524,-0.00037383016424877524,-1.8011012801164212
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,M,50.466666666666654,4.5,6.0,34.41496545750976,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,0.09539584709076235,11,2016,2026,2.9064748201439214,2.9064748201439214,-0.6186066760412839
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_TECHNICAL,SOS_TECHNICAL,SOS_TECHNICAL,authoritative_programme_group16,ST1,ST1,,,,AJ,84.4123069198949,22.818181818181817,35.0,64.62644243489598,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.8606224487296781,11,2016,2026,0.4103628224258524,0.4103628224258524,-0.21856045875763525
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_TECHNICAL,SOS_TECHNICAL,SOS_TECHNICAL,authoritative_programme_group16,ST1,ST1,,,,CJ,65.25809230831864,26.272727272727273,37.0,52.84111277556881,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,-0.056001536300869,-0.056001536300869,-2.0857696124541594
redizo:600006310,redizo,600006310,Soukromá SŠ a ZŠ (1. KŠPA) Praha s.r.o.,"Chabařovická 1125, Praha, 18200",Praha,182 00,SOS_TECHNICAL,SOS_TECHNICAL,SOS_TECHNICAL,authoritative_programme_group16,ST1,ST1,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,11,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,LYC,LYC,LYC,authoritative_programme_group16,LYC,LYC,,,,AJ,81.68377976190474,8.25,15.0,54.60702444271966,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.8356676003734826,11,2016,2026,0.9551406142164685,0.9551406142164685,2.0087524036651403
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,LYC,LYC,LYC,authoritative_programme_group16,LYC,LYC,,,,CJ,60.80555555555555,9.75,17.0,40.49765833544122,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,0.5692431561995164,0.5692431561995164,0.27837925978488653
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,LYC,LYC,LYC,authoritative_programme_group16,LYC,LYC,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,11,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,AJ,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,,5,2016,2020,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,CJ,53.33333333333335,3.0,3.0,21.315335129908192,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,5,2016,2020,0.8888888888892552,0.8888888888892552,4.959057918775291
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,5,2016,2020,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_AGRICULTURAL,SOS_AGRICULTURAL,SOS_AGRICULTURAL,authoritative_programme_group16,SZE,SZE,,,,AJ,83.6,5.0,5.0,59.74086071263304,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,1.0,10,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_AGRICULTURAL,SOS_AGRICULTURAL,SOS_AGRICULTURAL,authoritative_programme_group16,SZE,SZE,,,,CJ,54.8,5.0,5.0,3.043282236248873,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,10,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_AGRICULTURAL,SOS_AGRICULTURAL,SOS_AGRICULTURAL,authoritative_programme_group16,SZE,SZE,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,10,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_ECONOMIC,SOS_ECONOMIC,SOS_ECONOMIC,authoritative_programme_group16,SEK,SEK,,,,AJ,73.64844155844155,6.714285714285714,11.0,41.44072202602848,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.8452380952380951,10,2016,2026,1.5380885323825586,1.5380885323825586,2.5924630213571778
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_ECONOMIC,SOS_ECONOMIC,SOS_ECONOMIC,authoritative_programme_group16,SEK,SEK,,,,CJ,60.35378787878788,7.75,15.0,36.04640757748615,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,10,2016,2026,1.2339955106622877,1.2339955106622877,1.6884942030059642
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_ECONOMIC,SOS_ECONOMIC,SOS_ECONOMIC,authoritative_programme_group16,SEK,SEK,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,10,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,AJ,86.6,5.0,5.0,67.88154897494306,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.8333333333333334,9,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,CJ,65.3333333333333,6.0,6.0,54.5131169408626,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,9,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,9,2016,2026,,,
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,authoritative_programme_group16,SHU,SHU,,,,AJ,62.71188068181819,6.625,11.0,11.790730446810121,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.4242209481339916,11,2016,2026,-2.169262085137086,-2.169262085137086,-3.182262645301842
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,authoritative_programme_group16,SHU,SHU,,,,CJ,57.24323231116708,15.625,23.0,23.460849323009064,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,1.8174638508489827,1.8174638508489827,3.8832287403261696
redizo:600006328,redizo,600006328,"Soukr. SOŠ a Soukr. SOU BEAN, s.r.o.","Českobrodská 362, Praha, 19000",Praha,190 00,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,authoritative_programme_group16,SHU,SHU,,,,M,77.83333333333334,7.5,9.0,93.19069803356327,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,0.36231884057971014,11,2016,2026,1.6666666666666534,1.6666666666666534,-3.1995778853082646
redizo:600006352,redizo,600006352,Gymnázium,"Špitálská 700, Praha, 19000",Praha,190 00,GY4,GY4,GY4,authoritative_programme_group16,GY4,GY4,,,,AJ,95.15576284461153,11.9,19.0,95.44428792649661,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.40254894171239125,11,2016,2026,0.03269289711959379,0.03269289711959379,-0.07919640150101667
redizo:600006352,redizo,600006352,Gymnázium,"Špitálská 700, Praha, 19000",Praha,190 00,GY4,GY4,GY4,authoritative_programme_group16,GY4,GY4,,,,CJ,84.7867978256122,29.363636363636363,34.0,95.98153076964495,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,0.3203520251259723,0.3203520251259723,-0.14127089470595844
redizo:600006352,redizo,600006352,Gymnázium,"Špitálská 700, Praha, 19000",Praha,190 00,GY4,GY4,GY4,authoritative_programme_group16,GY4,GY4,,,,M,70.05226350665966,18.181818181818183,27.0,75.66414620289976,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,0.6222817107427459,11,2016,2026,0.1126851253389585,0.1126851253389585,-0.9192198981214864
redizo:600006352,redizo,600006352,Gymnázium,"Špitálská 700, Praha, 19000",Praha,190 00,GY8,GY8,GY8,authoritative_programme_group16,GY8,GY8,,,,AJ,97.82444002760525,11.2,23.0,99.41639618583194,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.35314882697947214,11,2016,2026,0.28179444100874884,0.28179444100874884,0.11858863178798733
redizo:600006352,redizo,600006352,Gymnázium,"Špitálská 700, Praha, 19000",Praha,190 00,GY8,GY8,GY8,authoritative_programme_group16,GY8,GY8,,,,CJ,91.56913156491602,31.727272727272727,33.0,99.88682633497821,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,0.043106838176493356,0.043106838176493356,-0.0039184732172796695
redizo:600006352,redizo,600006352,Gymnázium,"Špitálská 700, Praha, 19000",Praha,190 00,GY8,GY8,GY8,authoritative_programme_group16,GY8,GY8,,,,M,84.62132287790183,20.636363636363637,28.0,97.17254140470874,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,0.6502660401670666,11,2016,2026,-0.524070606908138,-0.524070606908138,-0.38440108261257183
redizo:600006379,redizo,600006379,SOŠ uměleckořemeslná s.r.o.,"Podkovářská 797, Praha, 19000",Praha,190 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,AJ,71.19722486772487,10.333333333333334,20.0,29.640184534702875,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.9808201058201058,11,2016,2026,2.1587001862197606,2.1587001862197606,3.7205081548732024
redizo:600006379,redizo,600006379,SOŠ uměleckořemeslná s.r.o.,"Podkovářská 797, Praha, 19000",Praha,190 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,CJ,56.67357142857143,10.0,21.0,23.971537847437556,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,2.1722686044114905,2.1722686044114905,5.179450512586863
redizo:600006379,redizo,600006379,SOŠ uměleckořemeslná s.r.o.,"Podkovářská 797, Praha, 19000",Praha,190 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,11,2016,2026,,,
redizo:600006379,redizo,600006379,SOŠ uměleckořemeslná s.r.o.,"Podkovářská 797, Praha, 19000",Praha,190 00,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,AJ,68.362,7.5,10.0,22.498041587656573,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,1.0,9,2016,2026,3.410857142856882,3.410857142856882,5.3597947231039536
redizo:600006379,redizo,600006379,SOŠ uměleckořemeslná s.r.o.,"Podkovářská 797, Praha, 19000",Praha,190 00,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,CJ,62.8,6.0,10.0,44.979106632344774,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,9,2016,2026,0.620689655172412,0.620689655172412,0.4549073416136564
redizo:600006379,redizo,600006379,SOŠ uměleckořemeslná s.r.o.,"Podkovářská 797, Praha, 19000",Praha,190 00,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,9,2016,2026,,,
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,AJ,65.8634681223541,39.81818181818182,49.0,15.22388287057807,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.9480929840987868,11,2016,2026,0.5862718466432107,0.5862718466432107,-1.386447586202179
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,CJ,49.93177295297219,41.81818181818182,52.0,6.846107757848819,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,-0.0962059000473093,-0.0962059000473093,-0.8929914261179107
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,NASTAVBA_OTHER,NASTAVBA_OTHER,NASTAVBA_OTHER,authoritative_programme_group16,NOS,NOS,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,11,2016,2026,,,
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,AJ,69.7821988222894,32.0,60.0,23.626366891412182,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.9827648544367498,11,2016,2026,1.1187069935674419,1.1187069935674419,-0.27380288519999124
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,CJ,53.87845847290991,32.72727272727273,62.0,13.784091863777507,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,11,2016,2026,0.5625762393440191,0.5625762393440191,-0.3009133852621514
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,SOS_HOTEL_BUSINESS,authoritative_programme_group16,SHP,SHP,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,11,2016,2026,,,
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,authoritative_programme_group16,SHU,SHU,,,,AJ,72.52083333333334,39.5,40.0,16.490005040338104,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2025 component=AJ,0.9642857142857143,2,2025,2026,4.291666666666604,4.291666666666604,9.426479328967561
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,authoritative_programme_group16,SHU,SHU,,,,CJ,51.45238095238095,41.0,42.0,7.962670679242284,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2025 component=CJ,1.0,2,2025,2026,-7.095238095237944,-7.095238095237944,-11.68693076245781
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,SOS_PEDAGOGICAL_HUMANITIES,authoritative_programme_group16,SHU,SHU,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2025 component=M,,2,2025,2026,,,
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,AJ,73.72284199134201,7.833333333333333,11.0,31.91849253913487,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=AJ,0.9722222222222223,8,2016,2024,-0.8991927885777802,-0.8991927885777802,-5.67296676201747
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,CJ,57.33185425685425,8.0,11.0,23.397250253713327,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=CJ,1.0,8,2016,2024,1.1784316097978365,1.1784316097978365,-1.1703073254458907
redizo:600006387,redizo,600006387,Střední škola podnikání a gastronomie,"Za černým mostem 362, Praha, 19800",Praha,198 00,SOU_OTHER,SOU_OTHER,SOU_OTHER,authoritative_programme_group16,UOS,UOS,,,,M,,,,,equal_weight_school_mean_percentile_rank,eligible schools in graduation_year=2016 component=M,,8,2016,2024,,,
